state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid,Cluster
13,3889,175,3791,15,12,27,12,7,19,49,6,2119,1
10,3672,526,3518,2,7,9,1,13,14,36,7,2166,2
13,3889,175,3791,10,11,21,7,9,16,51,7,2159,1
0,4082,443,3970,10,6,16,9,5,14,40,13,3144,1
1,2755,312,2673,6,12,18,4,6,10,35,3,2115,1
10,3672,526,3518,1,10,11,5,7,12,44,3,2241,2
13,3889,175,3791,15,14,29,12,8,20,59,6,2131,1
0,4082,443,3970,7,10,17,14,10,24,37,10,3073,1
10,3672,526,3518,2,8,10,1,10,11,46,4,2145,2
13,3889,175,3791,10,15,25,9,14,23,55,4,1970,1
0,4082,443,3970,14,10,24,9,5,14,43,14,3136,1
1,2755,312,2673,3,5,8,6,8,14,31,4,2247,1
1,2755,312,2673,9,21,30,5,7,12,33,6,2336,1
10,4009,521,3852,6,7,13,1,12,13,46,6,2554,2
13,3889,175,3791,12,8,20,14,6,20,41,5,2153,1
10,4009,521,3852,4,14,18,4,12,16,47,6,2638,2
13,3889,175,3791,14,9,23,10,5,15,47,7,2232,1
0,3959,443,3847,5,6,11,11,12,23,32,8,3207,1
1,2755,312,2673,5,26,31,3,7,10,31,4,2147,1
10,4009,521,3852,4,6,10,4,13,17,41,5,2668,2
13,3879,135,3781,12,4,16,11,11,22,37,6,2201,1
0,3959,443,3847,10,7,17,10,6,16,31,8,3128,1
10,4009,521,3852,4,8,12,4,9,13,47,5,2590,2
13,3879,135,3781,10,12,22,7,5,12,41,8,2048,1
10,4009,521,3852,3,10,13,4,9,13,49,3,2527,2
13,3879,135,3781,13,4,17,5,6,11,36,12,2197,1
13,3879,135,3781,3,2,5,7,3,10,31,8,2152,1
13,3879,135,3781,3,9,12,5,3,8,34,6,2201,1
10,4009,521,3852,4,4,8,3,10,13,38,8,2688,2
13,3879,135,3781,7,6,13,6,5,11,33,4,2194,1
1,2755,312,2673,5,3,8,3,4,7,29,3,2229,1
10,3671,511,3514,5,4,9,4,15,19,22,9,2533,2
13,3879,135,3781,6,7,13,4,6,10,34,6,2268,1
10,3671,511,3514,3,4,7,6,10,16,14,5,2551,2
13,3879,135,3781,5,5,10,6,4,10,32,5,2224,1
1,2755,312,2673,9,7,16,6,2,8,19,6,2273,1
1,2755,312,2673,7,10,17,9,3,12,26,4,2261,1
13,3879,135,3781,3,4,7,1,8,9,31,4,2035,1
13,3879,135,3781,6,2,8,3,8,11,27,7,1056,1
13,3879,135,3781,4,5,9,6,4,10,26,5,2241,1
13,3879,135,3781,3,3,6,4,8,12,23,4,2240,1
13,3879,135,3781,3,7,10,4,8,12,21,3,2120,1
1,2755,312,2673,8,7,15,4,3,7,20,5,2182,1
1,2755,312,2673,4,19,23,5,6,11,21,4,2033,1
13,3879,135,3781,4,2,6,7,5,12,22,5,1755,1
1,2755,312,2673,8,5,13,7,5,12,16,4,2202,1
1,2755,312,2673,4,34,38,5,2,7,15,3,2245,1
13,3879,139,3790,7,2,9,5,2,7,22,4,2018,1
0,4052,442,3940,2,7,9,4,7,11,14,6,3129,1
13,3879,139,3790,8,4,12,3,5,8,23,6,1005,1
13,3879,139,3790,11,8,19,9,5,14,25,5,1990,1
1,2755,312,2673,5,4,9,6,2,8,15,3,2221,1
13,3879,139,3790,10,2,12,10,2,12,27,3,1939,1
13,3879,139,3790,5,4,9,2,5,7,26,7,2065,1
13,3879,135,3790,4,6,10,6,4,10,26,6,2118,1
13,3879,135,3790,5,7,12,8,4,12,29,6,2082,1
13,3879,135,3790,10,7,17,7,2,9,32,6,2138,1
13,3879,135,3790,10,5,15,5,5,10,32,6,2168,1
13,3879,135,3790,4,5,9,7,7,14,31,5,2055,1
13,3879,135,3790,6,2,8,4,3,7,30,7,1939,1
13,3879,135,3790,5,4,9,4,4,8,29,6,1967,1
13,3879,135,3790,3,3,6,4,3,7,26,3,2131,1
13,3879,135,3790,2,9,11,1,14,15,16,5,2061,1
13,3879,115,3790,8,2,10,3,6,9,16,9,2155,1
13,3879,115,3790,7,4,11,5,3,8,16,7,2094,1
13,3879,87,3790,5,9,14,5,4,9,14,6,2235,1
13,3879,87,3790,3,5,8,7,8,15,20,6,2243,1
13,3879,97,3790,4,11,15,3,5,8,23,7,2196,1
13,3879,97,3790,4,2,6,5,5,10,24,6,2064,1
13,3879,97,3790,5,1,6,4,3,7,23,4,2132,1
1,2755,263,2677,5,2,7,3,4,7,12,5,2111,1
13,3879,97,3790,7,8,15,2,11,13,23,5,2250,1
13,3879,82,3790,2,9,11,4,6,10,20,3,2140,1
13,3879,82,3790,7,4,11,5,3,8,32,9,2003,1
13,3879,82,3790,7,6,13,11,10,21,29,6,2033,1
13,3879,82,3790,11,10,21,2,9,11,29,15,2137,1
13,3879,82,3793,6,12,18,13,10,23,32,8,2188,1
13,3879,82,3793,8,14,22,7,9,16,37,5,2144,1
6,5184,390,5089,2,14,16,1,7,8,36,6,2964,1
13,3879,82,3793,7,7,14,3,17,20,26,6,1972,1
13,3879,82,3793,5,11,16,2,5,7,33,7,1957,1
13,2802,77,2739,4,6,10,3,10,13,32,7,970,1
13,2802,77,2739,1,10,11,1,13,14,27,6,2135,1
13,2784,77,2721,3,11,14,1,7,8,30,8,2223,1
1,2755,263,2677,5,8,13,2,5,7,23,3,2265,1
13,2784,77,2721,4,9,13,6,4,10,34,4,2249,1
13,2784,77,2721,2,8,10,1,13,14,32,3,2211,1
1,2755,263,2677,2,6,8,2,10,12,20,4,2094,1
13,2784,77,2721,3,11,14,3,9,12,33,3,2006,1
13,2784,77,2721,2,3,5,2,12,14,30,3,966,1
12,1591,411,1557,1,4,5,1,6,7,15,3,1023,1
11,4995,446,4849,2,13,15,10,19,29,45,6,1294,1
11,4995,446,4849,29,11,40,28,14,42,52,55,1965,1
11,4995,446,4849,19,23,42,31,11,42,76,49,2447,2
0,4052,421,3950,1,26,27,2,24,26,70,3,2814,1
1,2755,263,2677,4,13,17,4,5,9,44,4,2057,1
11,4995,446,4849,30,48,78,29,19,48,103,54,3068,2
12,1591,411,1557,2,11,13,1,6,7,29,3,1021,1
1,2755,263,2677,5,24,29,4,12,16,53,4,2169,1
1,2755,263,2677,5,23,28,4,8,12,69,5,2181,1
12,1591,411,1557,1,12,13,3,12,15,28,6,1098,1
13,2135,54,2096,1,10,11,2,9,11,29,4,1384,1
12,1591,411,1557,2,9,11,4,4,8,35,6,1157,1
13,2784,77,2721,1,8,9,2,8,10,43,3,1736,1
0,4052,421,3948,2,42,44,1,41,42,142,4,3212,1
1,2755,263,2677,5,20,25,3,20,23,82,5,2179,1
1,2755,263,2677,9,12,21,4,11,15,79,9,2288,1
1,2755,263,2677,8,21,29,7,17,24,76,7,2329,1
13,2778,104,2715,7,9,16,4,7,11,42,12,2019,1
1,2755,263,2677,5,13,18,6,12,18,76,6,2283,1
13,2778,104,2715,3,22,25,1,11,12,48,6,1995,1
1,2755,263,2677,6,17,23,9,11,20,68,3,2217,1
12,1437,407,1409,2,5,7,1,6,7,28,4,1069,1
12,1591,411,1557,1,15,16,2,8,10,35,3,1282,1
13,2778,104,2715,5,13,18,1,12,13,55,6,2099,1
6,5184,395,5089,7,34,41,1,22,23,90,7,2606,1
12,1591,411,1557,1,13,14,1,12,13,34,4,1314,1
13,2778,104,2715,5,20,25,7,14,21,50,5,2229,1
12,1591,411,1557,3,6,9,1,13,14,27,6,1269,1
13,2778,104,2715,8,15,23,3,4,7,53,5,2185,1
14,609,83,591,2,14,16,4,3,7,18,3,566,1
6,5084,381,4989,4,21,25,1,17,18,73,5,2536,1
12,1591,411,1557,1,10,11,4,5,9,32,3,1183,1
14,609,83,591,9,9,18,5,2,7,16,7,562,1
12,1591,411,1557,1,5,6,1,8,9,27,3,1151,1
14,609,83,591,7,8,15,5,4,9,12,8,496,1
12,1591,411,1557,2,6,8,1,7,8,29,4,1203,1
12,1591,411,1557,2,4,6,1,10,11,22,5,1298,1
14,609,83,591,2,7,9,5,3,8,13,4,477,1
12,1591,411,1557,1,5,6,2,7,9,20,4,1252,1
13,2778,104,2715,1,21,22,3,11,14,51,4,2166,1
14,609,83,591,17,15,32,6,3,9,18,13,542,1
1,2755,263,2677,6,7,13,4,9,13,32,3,2250,1
14,609,83,591,13,15,28,5,3,8,18,14,484,1
13,2778,104,2715,2,15,17,3,9,12,57,6,2062,1
1,2755,263,2681,4,11,15,2,6,8,33,3,2338,1
14,609,83,591,8,14,22,3,4,7,18,8,472,1
1,2755,263,2681,4,17,21,2,10,12,37,3,2350,1
1,2755,263,2681,3,12,15,1,8,9,41,3,2250,1
6,3384,361,3289,4,12,16,1,10,11,48,7,2339,1
13,2778,104,2715,6,13,19,4,17,21,53,3,2257,1
13,2778,104,2715,5,9,14,2,8,10,41,3,2226,1
1,2755,263,2681,8,11,19,4,8,12,42,5,2352,1
13,2778,104,2715,1,10,11,4,8,12,38,3,2257,1
11,4954,437,4808,9,29,38,8,14,22,56,10,2912,1
1,2755,263,2681,3,7,10,5,10,15,34,3,2217,1
1,2640,253,2566,5,5,10,6,9,15,28,3,2153,1
11,4954,437,4808,20,19,39,19,14,33,49,41,2621,1
13,2778,104,2715,9,5,14,1,8,9,27,14,1982,1
1,2755,263,2681,7,8,15,1,6,7,29,6,2324,1
14,609,83,585,4,9,13,5,4,9,13,4,452,1
10,3494,453,3341,1,11,12,2,14,16,42,4,2572,2
11,4954,437,4808,2,13,15,5,7,12,29,6,2114,1
11,4954,437,4808,49,13,62,34,8,42,32,52,2265,1
13,2778,104,2715,6,12,18,5,7,12,19,6,2176,1
13,2778,104,2715,1,10,11,1,6,7,21,5,2238,1
11,4954,437,4808,8,13,21,7,6,13,25,8,3001,1
11,4954,437,4808,26,5,31,28,2,30,19,27,2464,1
11,4954,437,4808,31,3,34,16,6,22,13,40,2341,1
11,4954,437,4808,25,6,31,30,4,34,15,35,3174,1
11,4954,437,4808,8,16,24,8,2,10,23,4,2854,1
11,4954,437,4808,12,9,21,8,8,16,13,8,2959,1
